SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_ID
42024,203999,0042400227,"May 18, 2025",DEN @ OKC,L,37,5,9,0.556,1,2,0.5,9,11,0.818,1,8,9,7,0,0,5,3,20,-23,1,203999
42024,203999,0042400226,"May 15, 2025",DEN vs. OKC,W,41,9,14,0.643,1,3,0.333,10,12,0.833,1,13,14,8,2,1,1,4,29,11,1,203999
42024,203999,0042400225,"May 13, 2025",DEN @ OKC,L,44,17,25,0.68,5,7,0.714,5,5,1.0,6,9,15,5,2,0,2,4,44,-8,1,203999
42024,203999,0042400224,"May 11, 2025",DEN vs. OKC,L,43,7,22,0.318,2,8,0.25,11,14,0.786,0,13,13,3,4,0,2,4,27,1,1,203999
42024,203999,0042400223,"May 09, 2025",DEN vs. OKC,W,44,8,25,0.32,0,10,0.0,4,4,1.0,2,14,16,6,2,2,8,2,20,5,1,203999
42024,203999,0042400222,"May 07, 2025",DEN @ OKC,L,32,6,16,0.375,2,4,0.5,3,5,0.6,3,5,8,6,1,1,6,6,17,-36,1,203999
42024,203999,0042400221,"May 05, 2025",DEN @ OKC,W,42,15,29,0.517,2,6,0.333,10,13,0.769,5,17,22,6,1,2,7,5,42,10,1,203999
42024,203999,0042400177,"May 03, 2025",DEN vs. LAC,W,32,6,14,0.429,1,2,0.5,3,4,0.75,0,10,10,8,3,1,5,5,16,16,1,203999
42024,203999,0042400176,"May 01, 2025",DEN @ LAC,L,42,11,22,0.5,2,4,0.5,1,2,0.5,1,6,7,8,3,1,4,3,25,1,1,203999
42024,203999,0042400175,"Apr 29, 2025",DEN vs. LAC,W,37,4,13,0.308,1,4,0.25,4,5,0.8,1,9,10,12,1,2,2,1,13,18,1,203999
42024,203999,0042400174,"Apr 26, 2025",DEN @ LAC,W,43,14,25,0.56,3,6,0.5,5,6,0.833,5,16,21,8,2,1,2,4,36,4,1,203999
42024,203999,0042400173,"Apr 24, 2025",DEN @ LAC,L,37,9,14,0.643,2,3,0.667,3,4,0.75,1,12,13,13,1,0,2,1,23,-20,1,203999
42024,203999,0042400172,"Apr 21, 2025",DEN vs. LAC,L,43,8,16,0.5,4,8,0.5,6,10,0.6,3,8,11,10,3,0,7,2,26,0,1,203999
42024,203999,0042400171,"Apr 19, 2025",DEN vs. LAC,W,46,12,24,0.5,1,4,0.25,4,6,0.667,0,9,9,12,3,1,2,4,29,10,1,203999
42023,203999,0042300237,"May 19, 2024",DEN vs. MIN,L,47,13,28,0.464,2,10,0.2,6,7,0.857,6,13,19,7,0,1,3,2,34,-9,1,203999
42023,203999,0042300236,"May 16, 2024",DEN @ MIN,L,36,9,19,0.474,0,4,0.0,4,4,1.0,5,4,9,2,0,0,3,1,22,-25,1,203999
42023,203999,0042300235,"May 14, 2024",DEN vs. MIN,W,41,15,22,0.682,2,3,0.667,8,9,0.889,0,7,7,13,2,1,0,2,40,21,1,203999
42023,203999,0042300234,"May 12, 2024",DEN @ MIN,W,39,15,26,0.577,1,5,0.2,4,6,0.667,2,5,7,7,3,1,4,4,35,3,1,203999
42023,203999,0042300233,"May 10, 2024",DEN @ MIN,W,38,10,18,0.556,1,3,0.333,3,4,0.75,4,10,14,9,3,3,3,3,24,30,1,203999
42023,203999,0042300232,"May 06, 2024",DEN vs. MIN,L,39,5,13,0.385,0,1,0.0,6,6,1.0,6,10,16,8,0,1,4,2,16,-16,1,203999
42023,203999,0042300231,"May 04, 2024",DEN vs. MIN,L,41,11,25,0.44,2,9,0.222,8,8,1.0,1,7,8,9,3,0,7,4,32,-12,1,203999
42023,203999,0042300155,"Apr 29, 2024",DEN vs. LAL,W,41,12,21,0.571,1,5,0.2,0,0,0.0,2,18,20,9,0,0,7,1,25,7,1,203999
42023,203999,0042300154,"Apr 27, 2024",DEN @ LAL,L,41,10,20,0.5,2,5,0.4,11,11,1.0,5,9,14,14,1,1,3,4,33,-7,1,203999
42023,203999,0042300153,"Apr 25, 2024",DEN @ LAL,W,39,9,13,0.692,0,1,0.0,6,7,0.857,5,10,15,9,1,0,3,4,24,4,1,203999
42023,203999,0042300152,"Apr 22, 2024",DEN vs. LAL,W,41,9,16,0.563,2,4,0.5,7,7,1.0,4,16,20,10,2,0,3,2,27,1,1,203999
42023,203999,0042300151,"Apr 20, 2024",DEN vs. LAL,W,39,15,23,0.652,1,3,0.333,1,2,0.5,3,9,12,7,2,0,0,3,32,14,1,203999
42022,203999,0042200405,"Jun 12, 2023",DEN vs. MIA,W,42,12,16,0.75,1,3,0.333,3,5,0.6,1,15,16,4,0,1,4,3,28,12,1,203999
42022,203999,0042200404,"Jun 09, 2023",DEN @ MIA,W,37,8,19,0.421,3,7,0.429,4,4,1.0,2,10,12,4,3,3,3,5,23,9,1,203999
42022,203999,0042200403,"Jun 07, 2023",DEN @ MIA,W,44,12,21,0.571,1,2,0.5,7,8,0.875,3,18,21,10,0,2,3,5,32,15,1,203999
42022,203999,0042200402,"Jun 04, 2023",DEN vs. MIA,L,42,16,28,0.571,2,5,0.4,7,8,0.875,3,8,11,4,0,0,5,3,41,-11,1,203999
42022,203999,0042200401,"Jun 01, 2023",DEN vs. MIA,W,40,8,12,0.667,1,2,0.5,10,12,0.833,0,10,10,14,1,1,2,1,27,14,1,203999
42022,203999,0042200314,"May 22, 2023",DEN @ LAL,W,45,11,24,0.458,3,6,0.5,5,6,0.833,3,11,14,13,1,3,3,5,30,6,1,203999
42022,203999,0042200313,"May 20, 2023",DEN @ LAL,W,38,9,19,0.474,2,5,0.4,4,7,0.571,1,5,6,8,1,0,2,4,24,15,1,203999
42022,203999,0042200312,"May 18, 2023",DEN vs. LAL,W,42,9,21,0.429,0,3,0.0,5,6,0.833,4,13,17,12,3,0,5,3,23,7,1,203999
42022,203999,0042200311,"May 16, 2023",DEN vs. LAL,W,42,12,17,0.706,3,3,1.0,7,8,0.875,6,15,21,14,0,2,5,4,34,11,1,203999
42022,203999,0042200226,"May 11, 2023",DEN @ PHX,W,38,13,18,0.722,0,1,0.0,6,6,1.0,3,7,10,12,3,1,2,4,32,28,1,203999
42022,203999,0042200225,"May 09, 2023",DEN vs. PHX,W,38,12,20,0.6,2,3,0.667,3,5,0.6,4,9,13,12,1,2,4,3,29,18,1,203999
42022,203999,0042200224,"May 07, 2023",DEN @ PHX,L,39,20,30,0.667,2,4,0.5,11,13,0.846,1,3,4,11,0,1,6,2,53,2,1,203999
42022,203999,0042200223,"May 05, 2023",DEN @ PHX,L,42,11,19,0.579,1,2,0.5,7,8,0.875,6,11,17,17,0,1,6,3,30,5,1,203999
42022,203999,0042200222,"May 01, 2023",DEN vs. PHX,W,41,17,30,0.567,2,6,0.333,3,4,0.75,3,13,16,5,2,1,3,2,39,2,1,203999
42022,203999,0042200221,"Apr 29, 2023",DEN vs. PHX,W,33,9,21,0.429,1,2,0.5,5,5,1.0,8,11,19,5,0,0,3,1,24,19,1,203999
42022,203999,0042200145,"Apr 25, 2023",DEN vs. MIN,W,42,8,29,0.276,3,8,0.375,9,10,0.9,9,8,17,12,2,2,2,4,28,3,1,203999
42022,203999,0042200144,"Apr 23, 2023",DEN @ MIN,L,39,15,26,0.577,5,8,0.625,8,12,0.667,2,9,11,6,2,0,4,3,43,-14,1,203999
42022,203999,0042200143,"Apr 21, 2023",DEN @ MIN,W,38,9,13,0.692,2,3,0.667,0,0,0.0,2,9,11,12,1,0,4,4,20,7,1,203999
42022,203999,0042200142,"Apr 19, 2023",DEN vs. MIN,W,37,10,19,0.526,1,3,0.333,6,9,0.667,3,6,9,9,0,0,3,4,27,6,1,203999
42022,203999,0042200141,"Apr 16, 2023",DEN vs. MIN,W,28,6,12,0.5,0,0,0.0,1,3,0.333,5,9,14,6,1,0,1,6,13,15,1,203999
42021,203999,0042100165,"Apr 27, 2022",DEN @ GSW,L,32,12,18,0.667,0,2,0.0,6,8,0.75,3,16,19,8,1,2,6,5,30,0,1,203999
42021,203999,0042100164,"Apr 24, 2022",DEN vs. GSW,W,38,14,21,0.667,3,5,0.6,6,6,1.0,1,7,8,6,0,0,7,3,37,-2,1,203999
42021,203999,0042100163,"Apr 21, 2022",DEN vs. GSW,L,38,14,22,0.636,2,3,0.667,7,9,0.778,4,14,18,5,3,0,5,3,37,3,1,203999
42021,203999,0042100162,"Apr 18, 2022",DEN @ GSW,L,28,9,20,0.45,0,4,0.0,8,8,1.0,5,6,11,4,1,2,3,5,26,-26,1,203999
42021,203999,0042100161,"Apr 16, 2022",DEN @ GSW,L,35,12,25,0.48,0,4,0.0,1,2,0.5,4,6,10,6,3,1,3,4,25,-19,1,203999
42024,1629029,0042400165,"Apr 30, 2025",LAL vs. MIN,L,40,7,18,0.389,2,8,0.25,12,15,0.8,0,7,7,9,1,0,2,4,28,-5,1,1629029
42024,1629029,0042400164,"Apr 27, 2025",LAL @ MIN,L,46,13,28,0.464,5,12,0.417,7,7,1.0,0,1,1,2,1,1,4,3,38,-3,1,1629029
42024,1629029,0042400163,"Apr 25, 2025",LAL @ MIN,L,40,6,16,0.375,2,8,0.25,3,4,0.75,0,7,7,8,1,1,5,3,17,-16,1,1629029
42024,1629029,0042400162,"Apr 22, 2025",LAL vs. MIN,W,42,9,20,0.45,2,8,0.25,11,11,1.0,1,11,12,9,0,1,4,3,31,12,1,1629029
42024,1629029,0042400161,"Apr 19, 2025",LAL vs. MIN,L,40,12,22,0.545,5,10,0.5,8,9,0.889,1,7,8,1,2,0,5,3,37,-12,1,1629029
42023,1629029,0042300405,"Jun 17, 2024",DAL @ BOS,L,43,12,25,0.48,2,9,0.222,2,5,0.4,0,12,12,5,3,0,7,3,28,-19,1,1629029
42023,1629029,0042300404,"Jun 14, 2024",DAL vs. BOS,W,33,12,26,0.462,0,8,0.0,5,7,0.714,0,5,5,5,3,0,1,3,29,30,1,1629029
42023,1629029,0042300403,"Jun 12, 2024",DAL vs. BOS,L,38,11,27,0.407,1,7,0.143,4,4,1.0,0,6,6,6,1,0,3,6,27,9,1,1629029
42023,1629029,0042300402,"Jun 09, 2024",DAL @ BOS,L,42,12,21,0.571,4,9,0.444,4,8,0.5,0,11,11,11,4,0,8,1,32,-3,1,1629029
42023,1629029,0042300401,"Jun 06, 2024",DAL @ BOS,L,38,12,26,0.462,4,12,0.333,2,5,0.4,0,10,10,1,2,0,4,1,30,-10,1,1629029
42023,1629029,0042300315,"May 30, 2024",DAL @ MIN,W,37,14,22,0.636,6,10,0.6,2,3,0.667,0,10,10,5,2,0,4,2,36,22,1,1629029
42023,1629029,0042300314,"May 28, 2024",DAL vs. MIN,L,41,7,21,0.333,4,11,0.364,10,12,0.833,2,13,15,10,1,0,3,4,28,-13,1,1629029
42023,1629029,0042300313,"May 26, 2024",DAL vs. MIN,W,41,10,20,0.5,5,11,0.455,8,10,0.8,1,6,7,5,5,1,3,2,33,6,1,1629029
42023,1629029,0042300312,"May 24, 2024",DAL @ MIN,W,41,10,23,0.435,5,11,0.455,7,7,1.0,1,9,10,13,0,0,4,0,32,6,1,1629029
42023,1629029,0042300311,"May 22, 2024",DAL @ MIN,W,41,12,26,0.462,3,10,0.3,6,7,0.857,0,6,6,8,3,1,4,2,33,-9,1,1629029
42023,1629029,0042300226,"May 18, 2024",DAL vs. OKC,W,45,9,15,0.6,4,6,0.667,7,7,1.0,0,10,10,10,2,0,7,4,29,7,1,1629029
42023,1629029,0042300225,"May 15, 2024",DAL @ OKC,W,41,12,22,0.545,5,11,0.455,2,3,0.667,0,10,10,11,0,1,3,3,31,13,1,1629029
42023,1629029,0042300224,"May 13, 2024",DAL vs. OKC,L,42,6,20,0.3,2,9,0.222,4,6,0.667,1,11,12,10,2,1,7,4,18,1,1,1629029
42023,1629029,0042300223,"May 11, 2024",DAL vs. OKC,W,40,7,17,0.412,1,4,0.25,7,10,0.7,3,12,15,5,2,0,4,1,22,3,1,1629029
42023,1629029,0042300222,"May 09, 2024",DAL @ OKC,W,41,11,21,0.524,5,8,0.625,2,2,1.0,0,10,10,7,3,1,1,0,29,6,1,1629029
42023,1629029,0042300221,"May 07, 2024",DAL @ OKC,L,41,6,19,0.316,1,8,0.125,6,10,0.6,0,6,6,9,2,0,5,0,19,-21,1,1629029
42023,1629029,0042300176,"May 03, 2024",DAL vs. LAC,W,43,9,26,0.346,1,10,0.1,9,11,0.818,1,6,7,13,1,1,5,5,28,9,1,1629029
42023,1629029,0042300175,"May 01, 2024",DAL @ LAC,W,39,14,26,0.538,2,8,0.25,5,5,1.0,1,6,7,10,1,0,2,4,35,28,1,1629029
42023,1629029,0042300174,"Apr 28, 2024",DAL vs. LAC,L,45,10,24,0.417,1,9,0.111,8,10,0.8,4,6,10,10,0,1,3,5,29,8,1,1629029
42023,1629029,0042300173,"Apr 26, 2024",DAL vs. LAC,W,40,7,25,0.28,3,14,0.214,5,7,0.714,1,9,10,9,2,0,5,2,22,11,1,1629029
42023,1629029,0042300172,"Apr 23, 2024",DAL @ LAC,W,46,11,26,0.423,5,14,0.357,5,6,0.833,0,6,6,9,1,1,3,3,32,8,1,1629029
42023,1629029,0042300171,"Apr 21, 2024",DAL @ LAC,L,42,11,26,0.423,4,12,0.333,7,8,0.875,1,12,13,6,1,0,4,1,33,3,1,1629029
42021,1629029,0042100315,"May 26, 2022",DAL @ GSW,L,40,10,28,0.357,3,13,0.231,5,7,0.714,1,8,9,6,1,0,4,3,28,-12,1,1629029
42021,1629029,0042100314,"May 24, 2022",DAL vs. GSW,W,38,10,26,0.385,3,11,0.273,7,10,0.7,0,14,14,9,2,2,3,2,30,13,1,1629029
42021,1629029,0042100313,"May 22, 2022",DAL vs. GSW,L,40,11,23,0.478,4,9,0.444,14,17,0.824,0,11,11,3,1,2,3,3,40,-19,1,1629029
42021,1629029,0042100312,"May 20, 2022",DAL @ GSW,L,38,12,23,0.522,5,10,0.5,13,15,0.867,0,5,5,8,3,1,2,3,42,-12,1,1629029
42021,1629029,0042100311,"May 18, 2022",DAL @ GSW,L,35,6,18,0.333,3,10,0.3,5,8,0.625,0,7,7,4,1,0,7,1,20,-30,1,1629029
42021,1629029,0042100227,"May 15, 2022",DAL @ PHX,W,30,12,19,0.632,6,11,0.545,5,5,1.0,1,9,10,4,2,0,2,3,35,37,1,1629029
42021,1629029,0042100226,"May 12, 2022",DAL vs. PHX,W,35,11,26,0.423,2,8,0.25,9,14,0.643,1,10,11,8,4,0,1,4,33,15,1,1629029
42021,1629029,0042100225,"May 10, 2022",DAL @ PHX,L,35,10,23,0.435,2,8,0.25,6,7,0.857,1,10,11,2,3,0,4,3,28,-17,1,1629029
42021,1629029,0042100224,"May 08, 2022",DAL vs. PHX,W,37,9,25,0.36,1,10,0.1,7,8,0.875,0,7,7,11,3,0,4,4,26,15,1,1629029
42021,1629029,0042100223,"May 06, 2022",DAL vs. PHX,W,34,11,25,0.44,2,7,0.286,2,5,0.4,3,10,13,9,2,0,5,5,26,20,1,1629029
42021,1629029,0042100222,"May 04, 2022",DAL @ PHX,L,36,13,22,0.591,5,10,0.5,4,5,0.8,1,4,5,7,1,0,7,2,35,-28,1,1629029
42021,1629029,0042100221,"May 02, 2022",DAL @ PHX,L,44,15,30,0.5,4,11,0.364,11,14,0.786,2,10,12,8,0,1,5,1,45,-4,1,1629029
42021,1629029,0042100176,"Apr 28, 2022",DAL @ UTA,W,42,8,21,0.381,4,10,0.4,4,4,1.0,0,9,9,8,2,2,3,3,24,15,1,1629029
42021,1629029,0042100175,"Apr 25, 2022",DAL vs. UTA,W,33,11,22,0.5,3,10,0.3,8,12,0.667,0,13,13,5,0,1,5,4,33,32,1,1629029
42021,1629029,0042100174,"Apr 23, 2022",DAL @ UTA,L,34,11,21,0.524,4,10,0.4,4,4,1.0,0,10,10,4,2,0,4,3,30,7,1,1629029
42020,1629029,0042000177,"Jun 06, 2021",DAL @ LAC,L,45,17,30,0.567,5,11,0.455,7,11,0.636,0,7,7,14,0,0,6,3,46,-9,1,1629029
42020,1629029,0042000176,"Jun 04, 2021",DAL vs. LAC,L,41,11,24,0.458,2,9,0.222,5,5,1.0,0,8,8,11,4,0,3,3,29,-8,1,1629029
42020,1629029,0042000175,"Jun 02, 2021",DAL @ LAC,W,43,17,37,0.459,6,12,0.5,2,3,0.667,1,7,8,14,1,0,4,2,42,15,1,1629029
42020,1629029,0042000174,"May 30, 2021",DAL vs. LAC,L,36,9,24,0.375,1,7,0.143,0,5,0.0,0,6,6,6,1,0,4,1,19,-16,1,1629029
42020,1629029,0042000173,"May 28, 2021",DAL vs. LAC,L,39,15,28,0.536,7,13,0.538,7,13,0.538,2,7,9,9,1,0,5,2,44,3,1,1629029
42020,1629029,0042000172,"May 25, 2021",DAL @ LAC,W,38,16,29,0.552,5,13,0.385,2,7,0.286,0,7,7,7,1,1,7,3,39,3,1,1629029
42020,1629029,0042000171,"May 22, 2021",DAL @ LAC,W,41,11,24,0.458,5,11,0.455,4,7,0.571,1,9,10,11,1,2,3,3,31,19,1,1629029
42019,1629029,0041900156,"Aug 30, 2020",DAL vs. LAC,L,42,15,28,0.536,4,9,0.444,4,8,0.5,0,9,9,9,1,0,5,4,38,-9,1,1629029
42019,1629029,0041900155,"Aug 25, 2020",DAL @ LAC,L,31,6,17,0.353,1,6,0.167,9,14,0.643,1,7,8,4,0,1,5,1,22,-23,1,1629029
42019,1629029,0041900154,"Aug 23, 2020",DAL vs. LAC,W,46,18,31,0.581,4,10,0.4,3,5,0.6,1,16,17,13,2,1,7,1,43,11,1,1629029
42019,1629029,0041900153,"Aug 21, 2020",DAL vs. LAC,L,29,4,14,0.286,1,6,0.167,4,10,0.4,2,8,10,10,1,1,2,2,13,-14,1,1629029
42019,1629029,0041900152,"Aug 19, 2020",DAL @ LAC,W,28,8,17,0.471,4,7,0.571,8,12,0.667,0,8,8,7,0,0,1,5,28,11,1,1629029
42019,1629029,0041900151,"Aug 17, 2020",DAL @ LAC,L,38,13,21,0.619,2,6,0.333,14,15,0.933,0,7,7,9,3,0,11,4,42,-14,1,1629029
42024,201935,0042400177,"May 03, 2025",LAC @ DEN,L,35,2,8,0.25,1,4,0.25,2,2,1.0,0,5,5,13,2,1,2,0,7,-29,1,201935
42024,201935,0042400176,"May 01, 2025",LAC vs. DEN,W,47,10,20,0.5,3,8,0.375,5,5,1.0,1,5,6,8,2,1,4,3,28,2,1,201935
42024,201935,0042400175,"Apr 29, 2025",LAC @ DEN,L,35,3,9,0.333,0,2,0.0,5,8,0.625,1,7,8,5,2,0,4,4,11,-16,1,201935
42024,201935,0042400174,"Apr 26, 2025",LAC vs. DEN,L,43,5,11,0.455,1,2,0.5,4,6,0.667,0,4,4,11,2,2,4,3,15,-4,1,201935
42024,201935,0042400173,"Apr 24, 2025",LAC vs. DEN,W,34,6,14,0.429,3,8,0.375,5,6,0.833,2,4,6,9,0,0,1,0,20,25,1,201935
42024,201935,0042400172,"Apr 21, 2025",LAC @ DEN,W,39,7,17,0.412,4,11,0.364,0,0,0.0,0,3,3,7,1,2,4,1,18,-1,1,201935
42024,201935,0042400171,"Apr 19, 2025",LAC @ DEN,L,43,11,22,0.5,4,9,0.444,6,6,1.0,0,6,6,11,0,1,2,5,32,0,1,201935
42023,201935,0042300176,"May 03, 2024",LAC @ DAL,L,43,5,16,0.313,0,6,0.0,6,7,0.857,0,7,7,13,2,1,1,1,16,-6,1,201935
42023,201935,0042300175,"May 01, 2024",LAC vs. DAL,L,33,2,12,0.167,1,7,0.143,2,2,1.0,2,2,4,7,0,0,4,1,7,-25,1,201935
42023,201935,0042300174,"Apr 28, 2024",LAC @ DAL,W,40,12,17,0.706,4,5,0.8,5,5,1.0,1,5,6,7,1,1,2,4,33,3,1,201935
42023,201935,0042300173,"Apr 26, 2024",LAC @ DAL,L,44,7,13,0.538,5,8,0.625,2,3,0.667,0,2,2,5,2,1,5,2,21,-21,1,201935
42023,201935,0042300172,"Apr 23, 2024",LAC vs. DAL,L,42,6,14,0.429,2,10,0.2,8,9,0.889,0,6,6,8,1,1,1,4,22,-6,1,201935
42023,201935,0042300171,"Apr 21, 2024",LAC vs. DAL,W,39,8,17,0.471,6,11,0.545,6,6,1.0,0,2,2,8,0,2,1,1,28,7,1,201935
42022,201935,0042200217,"May 14, 2023",PHI @ BOS,L,41,3,11,0.273,1,5,0.2,2,2,1.0,1,5,6,7,2,1,5,1,9,-30,1,201935
42022,201935,0042200216,"May 11, 2023",PHI vs. BOS,L,43,4,16,0.25,0,6,0.0,5,5,1.0,2,5,7,9,3,1,5,3,13,-10,1,201935
42022,201935,0042200215,"May 09, 2023",PHI @ BOS,W,39,4,8,0.5,1,2,0.5,8,10,0.8,0,8,8,10,2,0,2,2,17,10,1,201935
42022,201935,0042200214,"May 07, 2023",PHI vs. BOS,W,47,16,23,0.696,6,9,0.667,4,4,1.0,0,8,8,9,4,1,1,2,42,-6,1,201935
42022,201935,0042200213,"May 05, 2023",PHI vs. BOS,L,41,3,14,0.214,2,7,0.286,8,9,0.889,0,6,6,11,1,0,5,4,16,-12,1,201935
42022,201935,0042200212,"May 03, 2023",PHI @ BOS,L,32,2,14,0.143,0,6,0.0,8,10,0.8,1,9,10,4,0,0,0,2,12,-21,1,201935
42022,201935,0042200211,"May 01, 2023",PHI @ BOS,W,39,17,30,0.567,7,14,0.5,4,4,1.0,0,1,1,6,2,0,3,4,45,8,1,201935
42022,201935,0042200124,"Apr 22, 2023",PHI @ BKN,W,40,4,18,0.222,2,5,0.4,7,8,0.875,0,8,8,11,1,1,3,3,17,11,1,201935
42022,201935,0042200123,"Apr 20, 2023",PHI @ BKN,W,29,8,15,0.533,3,7,0.429,2,3,0.667,1,4,5,4,0,0,2,2,21,-15,1,201935
42022,201935,0042200122,"Apr 17, 2023",PHI vs. BKN,W,38,3,13,0.231,2,8,0.25,0,0,0.0,0,5,5,7,4,0,5,2,8,5,1,201935
42022,201935,0042200121,"Apr 15, 2023",PHI vs. BKN,W,36,8,21,0.381,7,13,0.538,0,0,0.0,1,3,4,13,1,0,4,3,23,20,1,201935
42021,201935,0042100206,"May 12, 2022",PHI vs. MIA,L,43,4,9,0.444,3,7,0.429,0,0,0.0,0,4,4,9,1,0,4,2,11,-16,1,201935
42021,201935,0042100205,"May 10, 2022",PHI @ MIA,L,37,5,13,0.385,2,6,0.333,2,3,0.667,1,5,6,4,1,0,4,2,14,-29,1,201935
42021,201935,0042100204,"May 08, 2022",PHI vs. MIA,W,41,8,18,0.444,6,10,0.6,9,10,0.9,1,6,7,9,1,0,6,2,31,8,1,201935
42021,201935,0042100203,"May 06, 2022",PHI vs. MIA,W,38,4,11,0.364,1,7,0.143,8,8,1.0,1,7,8,6,0,1,7,4,17,27,1,201935
42021,201935,0042100202,"May 04, 2022",PHI @ MIA,L,41,6,15,0.4,1,5,0.2,7,7,1.0,1,3,4,9,0,0,3,3,20,-10,1,201935
42021,201935,0042100201,"May 02, 2022",PHI @ MIA,L,35,5,13,0.385,2,7,0.286,4,4,1.0,1,8,9,5,0,0,5,2,16,-8,1,201935
42021,201935,0042100136,"Apr 28, 2022",PHI @ TOR,W,42,7,12,0.583,2,5,0.4,6,6,1.0,0,6,6,15,0,0,3,3,22,38,1,201935
42021,201935,0042100135,"Apr 25, 2022",PHI vs. TOR,L,40,4,11,0.364,2,6,0.333,5,6,0.833,0,2,2,7,1,1,5,1,15,-10,1,201935
42021,201935,0042100134,"Apr 23, 2022",PHI @ TOR,L,42,5,17,0.294,2,8,0.25,10,11,0.909,1,4,5,9,1,3,4,2,22,-14,1,201935
42021,201935,0042100133,"Apr 20, 2022",PHI @ TOR,W,38,7,13,0.538,2,4,0.5,3,5,0.6,2,4,6,10,0,0,3,6,19,0,1,201935
42021,201935,0042100132,"Apr 18, 2022",PHI vs. TOR,W,41,3,9,0.333,1,4,0.25,7,8,0.875,1,5,6,6,3,2,5,2,14,17,1,201935
42021,201935,0042100131,"Apr 16, 2022",PHI vs. TOR,W,40,6,17,0.353,4,7,0.571,6,7,0.857,2,3,5,14,1,1,1,0,22,14,1,201935
42020,201935,0042000217,"Jun 19, 2021",BKN vs. MIL,L,53,5,17,0.294,2,12,0.167,10,10,1.0,1,8,9,9,1,1,4,3,22,-4,1,201935
42020,201935,0042000216,"Jun 17, 2021",BKN @ MIL,L,40,5,9,0.556,3,6,0.5,3,5,0.6,1,4,5,7,4,0,4,4,16,-19,1,201935
42020,201935,0042000215,"Jun 15, 2021",BKN vs. MIL,W,46,1,10,0.1,0,8,0.0,3,3,1.0,0,6,6,8,0,0,4,3,5,4,1,201935
42020,201935,0042000211,"Jun 05, 2021",BKN vs. MIL,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-2,1,201935
42020,201935,0042000115,"Jun 01, 2021",BKN vs. BOS,W,39,10,17,0.588,4,7,0.571,10,11,0.909,1,9,10,10,2,2,1,4,34,22,1,201935
42020,201935,0042000114,"May 30, 2021",BKN @ BOS,W,40,8,12,0.667,2,5,0.4,5,6,0.833,1,4,5,18,2,2,6,3,23,8,1,201935
42020,201935,0042000113,"May 28, 2021",BKN @ BOS,L,39,11,18,0.611,7,12,0.583,12,13,0.923,1,6,7,10,1,0,2,1,41,13,1,201935
42020,201935,0042000112,"May 25, 2021",BKN vs. BOS,W,27,6,12,0.5,4,8,0.5,4,4,1.0,2,3,5,7,1,0,2,3,20,31,1,201935
42020,201935,0042000111,"May 22, 2021",BKN vs. BOS,W,36,5,13,0.385,2,8,0.25,9,10,0.9,0,9,9,8,4,1,3,2,21,2,1,201935
42019,201935,0041900225,"Sep 12, 2020",HOU @ LAL,L,42,12,20,0.6,2,8,0.25,4,4,1.0,4,2,6,5,1,1,6,5,30,-29,1,201935
42019,201935,0041900224,"Sep 10, 2020",HOU vs. LAL,L,39,2,11,0.182,1,6,0.167,16,20,0.8,0,4,4,10,2,3,5,3,21,0,1,201935
42019,201935,0041900223,"Sep 08, 2020",HOU vs. LAL,L,38,11,23,0.478,4,9,0.444,7,7,1.0,3,6,9,9,0,0,2,2,33,-7,1,201935
42019,201935,0041900222,"Sep 06, 2020",HOU @ LAL,L,39,6,12,0.5,4,8,0.5,11,13,0.846,0,2,2,7,2,0,5,2,27,8,1,201935
42019,201935,0041900221,"Sep 04, 2020",HOU @ LAL,W,34,12,20,0.6,3,6,0.5,9,12,0.75,0,2,2,5,2,1,5,2,36,0,1,201935
42019,201935,0041900177,"Sep 02, 2020",HOU vs. OKC,W,37,4,15,0.267,1,9,0.111,8,9,0.889,1,2,3,9,2,3,4,5,17,9,1,201935
42019,201935,0041900176,"Aug 31, 2020",HOU @ OKC,L,39,11,22,0.5,3,11,0.273,7,8,0.875,1,7,8,7,0,0,5,2,32,6,1,201935
42019,201935,0041900175,"Aug 29, 2020",HOU vs. OKC,W,28,11,15,0.733,4,8,0.5,5,6,0.833,0,2,2,5,1,1,3,3,31,28,1,201935
42019,201935,0041900174,"Aug 24, 2020",HOU @ OKC,L,43,11,25,0.44,6,15,0.4,4,5,0.8,1,7,8,15,4,0,6,5,32,2,1,201935
42019,201935,0041900173,"Aug 22, 2020",HOU @ OKC,L,38,12,27,0.444,3,13,0.231,11,15,0.733,0,7,7,8,1,0,1,6,38,6,1,201935
42019,201935,0041900172,"Aug 20, 2020",HOU vs. OKC,W,36,5,16,0.313,2,11,0.182,9,9,1.0,0,5,5,9,3,1,0,4,21,-1,1,201935
42019,201935,0041900171,"Aug 18, 2020",HOU vs. OKC,W,34,12,22,0.545,6,13,0.462,7,8,0.875,2,9,11,3,0,0,3,4,37,10,1,201935
